1	4	140.4908	21.8318	cy5
1	5	131.1039	23.7191	cy5
1	11	109.5052	38.4762	rfp
1	12	102.1240	46.0211	cy5
1	13	85.8699	49.6028	rfp
1	19	126.8662	60.0380	cy5
1	22	149.2376	71.1619	rfp
1	26	154.0288	77.1429	rfp
1	27	160.4540	79.6026	cy5
1	30	140.2695	84.3770	rfp
1	32	171.0079	83.8531	rfp
1	33	78.15	89.4375	gfp
1	35	167.8245	90.7885	rfp
1	36	148.5279	91.2119	cy5
1	39	39.2289	96.69195	gfp
1	41	127.6068	96.3888	rfp
1	44	120.1126	101.1348	cy5
1	46	101.6493	105.6699	gfp
1	49	80.2038	107.1556	rfp
1	51	112.3901	109.8823	rfp
1	53	83.8176	116.3576	rfp
1	56	145.0517	120.2632	rfp
1	57	109.9386	122.0238	rfp
1	59	103.1848	127.4221	rfp
1	60	82.6398	126.2061	rfp
1	62	129.0645	126.6207	rfp
1	64	115.6250	129.3108	rfp
1	65	88.7899	131.2012	rfp
1	66	40.0148	132.3490	gfp
1	74	84.7803	145.7204	cy5
1	75	39.3613	146.9525	rfp
1	76	70.8425	148.9747	rfp
1	77	29.7338	151.8514	cy5
1	78	18.3041	151.3731	cy5
1	79	116.2234	150.5836	cy5
1	80	96.0820	151.8629	cy5
1	82	27.0549	159.2799	cy5
1	85	117.3627	163.5622	cy5
1	86	68.8015	165.1336	gfp
1	87	106.0892	169.1662	gfp
1	90	94.07325	172.7181	cy5
1	92	165.9731	174.7014	cy5
1	93	104.4211	180.2819	gfp
1	95	77.1310	184.4076	gfp
1	96	161.8824	183.3936	rfp
1	97	143.6756	185.5245	gfp
1	98	120.1297	187.6076	rfp
1	100	172.1244	188.4451	cy5
1	102	165.0522	194.4838	cy5
1	106	80.3546	203.0089	gfp
1	107	70.95	203.0379	gfp
1	108	149.7905	206.3613	cy5
1	109	158.5015	206.6166	cy5
1	110	83.7495	209.2496	cy5
1	111	110.5813	210.6722	cy5
1	113	91.7400	213.7125	rfp
1	114	101.5662	213.6049	cy5
3	1	10.0642	4.4594	cy5
4	1	84.8939	12.3568	cy5
4	2	49.2451	18.4433	cy5
4	3	93.4117	21.5843	gfp
4	5	67.3674	28.1979	cy5
4	8	34.0226	55.8199	gfp
5	1	71.7546	18.5522	rfp
5	2	40.9453	19.9037	cy5
5	3	82.1910	21.3548	gfp
5	4	89.3538	25.8390	cy5
5	6	132.9871	34.2139	cy5
5	7	77.9878	33.5286	gfp
5	11	151.1373	43.05375	gfp
5	12	59.7733	43.5517	gfp
5	13	80.9991	51.6086	rfp
5	14	91.1901	52.7997	gfp
5	15	141.5775	54.5067	cy5
5	18	155.3644	56.92125	rfp
5	19	123.8703	57.5787	gfp
5	20	110.4356	59.5357	cy5
5	21	99.3670	59.7259	gfp
5	22	25.1762	64.5589	gfp
5	23	37.3946	66.9827	rfp
5	25	151.0082	71.5364	rfp
5	27	170.3842	77.7820	cy5
5	30	79.1362	81.3539	gfp
5	34	142.5365	86.8459	rfp
5	35	160.5763	89.4257	cy5
5	37	177.2625	92.8275	gfp
5	39	95.5454	92.5101	gfp
5	40	166.7546	95.9857	cy5
5	43	66.0958	101.2205	gfp
5	44	85.8109	102.5291	cy5
5	45	38.8996	104.1598	cy5
5	47	179.4615	106.3667	rfp
5	48	167.6840	108.0567	gfp
5	49	108.3130	114.6002	cy5
5	50	183.9325	114.5667	rfp
5	51	86.5488	116.5583	rfp
5	52	139.3345	116.6898	rfp
5	53	76.4325	118.1462	rfp
5	54	130.8156	118.5307	rfp
5	56	152.7966	126.5861	gfp
5	57	176.3985	130.6483	cy5
5	60	111.7673	138.3918	rfp
5	61	147.7946	141.3983	gfp
5	62	109.7456	151.8736	cy5
5	63	166.0730	156.8111	gfp
6	1	21.3166	6.4900	gfp
6	3	64.0587	19.5028	gfp
6	4	6.0283	21.1858	rfp
6	5	21.5446	24.4130	gfp
6	7	33.7288	35.6402	gfp
6	8	93.9807	36.7860	cy5
6	9	65.88	37.5975	gfp
6	10	86.6331	38.27	cy5
6	11	126.7568	51.4137	cy5
6	12	105.62262	53.44986	cy5
6	13	113.6211	53.8960	gfp
6	14	94.4925	58.2154	rfp
6	15	42.5589	59.9294	cy5
6	16	138.0052	62.2549	gfp
6	17	126.8188	79.9349	gfp
6	18	67.3165	84.1639	rfp
6	19	162.2326	87.9417	cy5
6	20	117.2720	92.1799	cy5
6	22	132.5566	100.0704	gfp
6	23	122.6097	104.3825	cy5
6	24	147.7097	107.9440	rfp
6	25	149.92122	119.16762	cy5
6	27	165.1864	134.7007	gfp
6	28	159.8903	146.0053	gfp
6	29	155.6821	160.3204	gfp
6	30	169.3125	169.0127	cy5
6	31	166.3927	175.3880	cy5
7	1	20.6658	5.8308	gfp
8	1	18.2515	14.0899	gfp
8	2	6.6632	16.0430	gfp
9	1	29.6873	4.4214	gfp
9	2	6.1376	7.2462	gfp
10	1	50.7595	8.6212	rfp
10	2	43.4150	10.6915	rfp
10	3	47.0217	16.5108	rfp
10	4	33.3539	24.2247	cy5
10	5	25.6233	34.2670	gfp
10	6	45.0044	34.0914	rfp
10	7	30.1712	40.0483	gfp
10	8	38.8456	42.9781	cy5
10	9	21.5768	47.4633	gfp
10	10	33.0653	51.2231	cy5
10	11	10.0745	50.3148	cy5
10	12	17.4254	55.4076	gfp
10	13	8.97195	59.1143	cy5
10	14	26.3343	60.8033	cy5
10	15	25.6618	72.9359	gfp
10	16	11.9964	76.3163	gfp
10	17	22.4558	91.0326	gfp
10	18	27.1634	114.6565	gfp
10	20	39.7980	135.6880	gfp
10	21	26.77825	137.5651	gfp
10	22	29.8867	150.1201	cy5
10	23	42.6799	147.4250	gfp
11	2	12.4740	10.0214	gfp
11	3	7.6551	12.9057	gfp
12	1	18.5063	25.6013	gfp
