1	1	50.1299	14.2696	gfp
1	2	60.2358	26.9915	gfp
5	1	4.8905	23.2156	rfp
8	1	18.7725	18.81	gfp
9	1	7.0563	14.6157	rfp
9	2	31.2921	30.5797	gfp
10	1	18.3954	6.5919	rfp
12	1	19.4320	15.9774	rfp
13	1	6.0906	4.9972	rfp
13	2	12.9503	11.3289	gfp
13	3	20.9496	17.87295	gfp
14	1	120.3721	14.6240	rfp
14	2	113.4320	15.5533	rfp
14	3	150.3799	15.4610	gfp
14	4	79.0230	25.2468	rfp
14	5	54.1038	29.2302	rfp
14	6	94.2034	36.7465	rfp
14	7	122.5670	49.4613	rfp
14	8	84.9096	83.8171	gfp
14	9	65.0429	94.7701	gfp
14	10	67.6309	102.6088	rfp
14	11	66.2329	121.2299	rfp
14	12	102.7510	121.1146	rfp
15	1	5.0727	5.4892	rfp
15	2	11.4948	7.0144	rfp
16	1	3.7708	12.5858	gfp
17	1	15.8541	54.8766	rfp
18	1	4.4803	4.1727	gfp
18	2	17.1642	23.3514	rfp
23	1	11.6470	8.5383	gfp
23	2	16.9710	14.3115	rfp
30	1	61.3116	14.1094	rfp
30	2	11.4227	32.7702	rfp
30	3	44.4328	46.2812	rfp
31	1	14.2773	55.5193	rfp
31	2	33.6373	57.6865	rfp
33	1	15.7893	13.9070	rfp
35	1	4.0425	7.4850	rfp
36	1	11.4763	17.2262	rfp
45	1	30.0201	16.7792	rfp
45	2	37.0538	27.5617	rfp
45	3	9.1215	27.7976	rfp
45	4	42.0099	39.6760	rfp
45	5	21.8344	42.2594	rfp
47	1	7.3932	10.4356	rfp
48	1	27.7267	11.2213	rfp
48	2	42.3419	11.6415	rfp
48	3	51.0237	18.5728	rfp
48	4	55.0223	26.5170	rfp
48	5	13.5723	28.6806	rfp
48	6	31.4727	57.9177	rfp
48	7	40.5954	60.6130	rfp
50	1	39.56	10.5350	rfp
50	2	33.2691	12.6420	rfp
50	3	20.3649	22.8311	rfp
50	4	41.6478	28.4083	rfp
50	5	36.8412	42.4117	rfp
51	1	26.9903	6.3972	rfp
51	2	13.5235	9.3621	rfp
52	1	25.7767	16.8997	rfp
52	2	48.1669	25.7168	rfp
52	3	20.1201	34.2574	gfp
53	1	4.3067	13.3233	rfp
53	2	12.3392	18.8303	rfp
53	3	26.26225	27.3050	rfp
53	4	11.7986	30.1872	rfp
55	1	20.5245	26.5047	rfp
56	1	13.4688	16.9635	gfp
57	2	35.0235	27.3265	rfp
57	3	34.6348	46.7116	rfp
59	1	24.6800	20.7749	rfp
60	1	12.7357	12.0420	rfp
60	2	23.6541	22.8107	gfp
62	1	7.3471	3.4654	gfp
62	2	19.1990	5.4962	gfp
62	3	37.1325	15.4745	gfp
62	4	8.8485	14.0067	gfp
62	5	3.6407	27.3910	gfp
62	6	46.27875	31.9678	gfp
62	7	4.0585	43.2359	gfp
62	8	38.3314	44.7354	rfp
62	9	14.5383	52.2579	rfp
64	1	40.0011	3.3362	gfp
65	1	22.2949	5.5843	gfp
65	2	41.9415	19.9454	gfp
66	1	11.9627	27.0598	gfp
68	1	35.0974	18.3038	rfp
73	1	7.5915	8.4311	rfp
81	1	33.6886	4.6998	gfp
81	2	3.3605	15.6903	gfp
81	3	29.5006	57.9516	rfp
84	1	10.1028	17.1320	rfp
84	2	5.4072	24.8755	gfp
86	1	78.8314	23.8707	rfp
86	2	136.6191	25.0139	rfp
86	3	78.3245	31.29325	rfp
86	4	46.6408	33.0836	rfp
