2	1	148.3262	165.7005	rfp
3	1	19.2049	5.0552	gfp
4	1	9.6386	3.4214	gfp
4	2	17.8517	7.1823	gfp
4	3	3.5844	9.5552	cy5
4	4	17.6996	13.2604	cy5
5	1	57.3957	42.8023	gfp
5	2	7.6317	49.4446	gfp
5	3	20.1987	50.6721	gfp
5	4	51.8939	55.8946	gfp
5	5	70.5298	60.3740	rfp
5	6	24.4446	61.5073	gfp
5	7	43.8443	66.2620	gfp
5	8	34.9785	71.8072	cy5
8	1	2.52625	9.202	cy5
8	2	25.0563	15.6170	rfp
8	3	13.3874	23.4571	gfp
8	4	29.2450	26.8459	rfp
8	5	40.7826	46.6422	rfp
8	6	30.0417	52.0259	gfp
9	1	17.3939	12.6727	rfp
10	1	47.4318	4.7265	rfp
10	2	58.0670	9.6844	gfp
10	3	33.9819	12.1117	gfp
10	4	80.6704	14.7227	gfp
10	5	29.9739	18.5542	gfp
10	6	73.4361	17.6640	gfp
10	7	89.5414	18.4562	gfp
10	8	55.2109	20.4920	gfp
10	9	36.6662	25.0094	gfp
10	10	46.8390	26.5610	gfp
10	11	66.1498	26.2306	gfp
10	12	14.5963	28.0533	gfp
10	13	28.5273	28.1371	gfp
10	14	58.4765	31.0848	cy5
10	15	88.8233	30.6969	gfp
10	16	74.7853	31.8481	gfp
10	17	40.2945	37.1596	gfp
10	18	12.5718	36.9619	gfp
10	19	53.2354	41.4191	gfp
10	20	63.7541	39.3869	cy5
10	21	24.6062	41.3837	gfp
10	22	15.8025	44.0911	gfp
10	23	74.0204	47.5135	gfp
10	24	29.0046	48.0770	gfp
10	25	65.6410	52.2072	gfp
10	26	84.6221	53.0916	gfp
10	27	22.8369	53.0526	gfp
10	28	55.6495	56.4947	gfp
10	29	40.6494	66.7527	gfp
12	1	90.4491	43.7272	rfp
12	2	79.5629	160.9619	rfp
12	3	32.7559	161.9298	rfp
12	4	42.1565	165.6918	rfp
12	5	12.2877	179.4674	rfp
12	6	58.6777	178.4117	rfp
12	7	74.9804	182.0405	rfp
